text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @ciscowski: What are you afraid of #Democrats? OnlyLegal ballots will be counted in the end.  That is our promise to you, gonna be a lon…",FALSE,0,NA,2020-11-19T22:52:26Z,FALSE,NA,1329558177927614464,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ciscowski,7,TRUE,FALSE,NA,NA
Throw these #Republicans out ASAP @GovRonDeSantis @SenRickScott @marcorubio  Did Nothing #Covid https://t.co/iIyX3zD6TH,FALSE,0,NA,2020-11-19T22:51:52Z,FALSE,NA,1329558036596334595,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",kelticlass60,0,FALSE,FALSE,NA,NA
"@nytimes I'd say this is an early ""December Surprise"" (October Surprise for January runoffs), but it's been made pe… https://t.co/g8hKLV9fud",FALSE,0,nytimes,2020-11-19T22:51:44Z,TRUE,1329527396022837249,1329558001246756869,807095,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Crowbarella,0,FALSE,FALSE,NA,NA
"@marcorubio 
It’s an understatement that 
#Republicans Aren’t Liked.”

You are HATED. 
BC you enable #Trump’s trash… https://t.co/Xhy2KtkZ0E",FALSE,1,marcorubio,2020-11-19T22:51:36Z,TRUE,NA,1329557969672032258,15745368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Houston17David,0,FALSE,FALSE,NA,NA
Arabic numerals are not really Arabic; they were created in India. #facts #funfacts #DonaldTrump #Republicans #News,FALSE,0,NA,2020-11-19T22:50:48Z,FALSE,NA,1329557768278319113,NA,"<a href=""http://www.vicconsult.com/buffered-bulk-tweets/"" rel=""nofollow"">Buffered Tweets</a>",ArcaneTreasures,0,FALSE,FALSE,NA,NA
"#deadlinewhitehouse #DeadlineWH #msnbc #cnn #msnbc Here's the bottom line = #Republicans want 
a white republic. Th… https://t.co/bNSXFkrkO6",FALSE,2,NA,2020-11-19T22:50:34Z,TRUE,NA,1329557707356049409,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",BlackJesuscom,1,FALSE,FALSE,NA,NA
"#45 continues 2 do REAL DAMAGE 2 AMERICA.
These @gop #republicans as well as these #cult45 ppl who think like him,… https://t.co/bT6X1qCPYz",FALSE,0,NA,2020-11-19T22:50:25Z,TRUE,NA,1329557673273151489,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DoubleNW,0,FALSE,FALSE,NA,NA
Reckless #Republicans @GovRonDeSantis @SenRickScott @marcorubio did nothing to help #Florida #Covid https://t.co/y6sHnTTgX9,FALSE,0,NA,2020-11-19T22:50:16Z,FALSE,NA,1329557633762779137,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",kelticlass60,0,FALSE,FALSE,NA,NA
"RT @mog7546: #MoscowMitch tells GOP senators to 'be careful' about virus after another tests positive

He is afraid #Republicans won't get…",FALSE,0,NA,2020-11-19T22:49:52Z,FALSE,NA,1329557534089293828,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",DoyenneSolace,34,TRUE,FALSE,NA,NA
Sidney Powell: Trump Won in a Landslide and We're Going to Prove It https://t.co/Iiz2vqmZWg #MAGA #NEWS #Media… https://t.co/2EYOoAZ7PB,FALSE,0,NA,2020-11-19T22:49:50Z,TRUE,NA,1329557526313115648,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",SemperNike,0,FALSE,FALSE,NA,NA
"@JennaEllisEsq #Republicans' only interest is in power, rescinding certification, control of the senate no matter t… https://t.co/xrmyfgcONJ",FALSE,0,JennaEllisEsq,2020-11-19T22:49:39Z,TRUE,1329551896374349826,1329557477248012288,778763106289758208,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",just_jayne8,0,FALSE,FALSE,NA,NA
"RT @Paul_Burgin: A reminder that tomorrow night at 10PM GMT, @MrsBurgin and I shall be hosting livestream discussion on YouTube and #MarsHi…",FALSE,0,NA,2020-11-19T22:49:29Z,FALSE,NA,1329557435690979328,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",karinjr,2,TRUE,FALSE,NA,NA
"I'm SO GLAD, *many*Americans are using *S* word... S for #Sedition, #GOPSedition.
@RupertMurdoch's #TrumpTV aka… https://t.co/YdnZCKJPX2",FALSE,1,NA,2020-11-19T22:49:29Z,TRUE,NA,1329557435015598080,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",suedanim,0,FALSE,FALSE,NA,NA
"RT @mog7546: #MoscowMitch tells GOP senators to 'be careful' about virus after another tests positive

He is afraid #Republicans won't get…",FALSE,0,NA,2020-11-19T22:49:19Z,FALSE,NA,1329557393257230340,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",buffaloon,34,TRUE,FALSE,NA,NA
Trump Campaign Lawyers: There is a Pattern of Planned Voter Fraud in Multiple States https://t.co/LVRzcqk6p3 #NEWS… https://t.co/KJlYKfdO3N,FALSE,0,NA,2020-11-19T22:49:07Z,TRUE,NA,1329557345454739459,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",SemperNike,0,FALSE,FALSE,NA,NA
"#MoscowMitch tells GOP senators to 'be careful' about virus after another tests positive

He is afraid #Republicans… https://t.co/GMe0XD8ZlE",FALSE,32,NA,2020-11-19T22:48:57Z,TRUE,NA,1329557303822069760,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mog7546,34,FALSE,FALSE,NA,NA
@joshtpm this whole comedy with clown #Trump and #Guiliani reminds me a lot of Germany 1933. Laughable if it wasn't… https://t.co/e2vvK1AEHi,FALSE,0,joshtpm,2020-11-19T22:48:08Z,TRUE,1329483119423053826,1329557095168008192,21268897,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jacvanrooijen,0,FALSE,FALSE,NA,NA
@LLinWood True- this entitled white guy holding up Georgia election #whitelivesmatter #AllLivesMatter #kpop 🤨 What’… https://t.co/FUNHd28YZ2,FALSE,0,LLinWood,2020-11-19T22:48:01Z,TRUE,1329508278641041410,1329557067183640578,187680645,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IArticle25,0,FALSE,FALSE,NA,NA
Is Donald Trump the best Trojan Horse the Democrat party could ever have hoped for as it may end up destroying the… https://t.co/bOP743XzqO,FALSE,0,NA,2020-11-19T22:47:58Z,TRUE,NA,1329557053979975682,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rgbarg1,0,FALSE,FALSE,NA,NA
"@GOP So the @GOP #republicans actually stand by Trump's corrupt false accusations about fraud!?!? If so, you have gone totally insane!!",FALSE,0,GOP,2020-11-19T22:47:47Z,FALSE,1329490975266398210,1329557010392772617,11134252,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Pr33ty5,0,FALSE,FALSE,NA,NA
"#Raffensperger is a good guy.  Leave him and his family alone. @GOP  #Republicans

 https://t.co/ksPMUXIs90",FALSE,0,NA,2020-11-19T22:47:27Z,FALSE,NA,1329556923339911173,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MissRed80614542,0,FALSE,FALSE,NA,NA
I personally like living in a democracy and would rather not live out my days in an authoritarian nightmare. How bo… https://t.co/xssSbCcoTH,FALSE,0,NA,2020-11-19T22:47:24Z,TRUE,NA,1329556910484430848,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CummingsOrson,0,FALSE,FALSE,NA,NA
RT @LINDAKMILLS1: Well I can only say if you cared about the people that elected you as bad as you care about this election we'd be in good…,FALSE,0,NA,2020-11-19T22:45:29Z,FALSE,NA,1329556429263441921,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Caleb93831141,5,TRUE,FALSE,NA,NA
"EXECUTIVE Orders!  #Purplepower #STIMULUSCHECK #realdonaldjtrump #MITCHMCCONNELL #REPUBLICANS 
Dont waste your time… https://t.co/RvczMsOBIq",FALSE,0,NA,2020-11-19T22:44:31Z,TRUE,NA,1329556187545735168,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LINDAKMILLS1,0,FALSE,FALSE,NA,NA
@atrupar They haven't had the opportunity 🤔😂 #LieAfterLie showed up with evidence for every case filed and every si… https://t.co/xElTUENM1i,FALSE,0,atrupar,2020-11-19T22:44:30Z,TRUE,1329493386999586817,1329556182554513408,288277167,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",screamandletyou,0,FALSE,FALSE,NA,NA
"RT @AndyPopeInTheW1: @thomaskaine5 Let me put it in a way that most #Republicans can understand...

NYET!!!

#PutinsGOP",FALSE,0,NA,2020-11-19T22:44:29Z,FALSE,NA,1329556177685012486,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",descobar91,9,TRUE,FALSE,NA,NA
RT @rdreynola: #Republicans need to be classified as #TrumpTerrorists enemies of democracy,FALSE,0,NA,2020-11-19T22:44:01Z,FALSE,NA,1329556059619536897,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GrannyBLUE4,1,TRUE,FALSE,NA,NA
You can never tell if #Republicans are currently #Christian #Evengelicals or murderous thugs from one day to the ne… https://t.co/mGfRgFgVb7,FALSE,0,NA,2020-11-19T22:43:31Z,TRUE,NA,1329555934339805184,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MissRed80614542,0,FALSE,FALSE,NA,NA
To all members of the @GOP  @senatemajldr @LindseyGrahamSC @marcorubio @FoxNews #Republicans #FoxNews For the sake… https://t.co/PQ2YlTRGSE,FALSE,0,NA,2020-11-19T22:42:33Z,TRUE,NA,1329555692005408768,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",oscarrob711,0,FALSE,FALSE,NA,NA
"👌

#Election2020results
#RememberWhoSaidNothing
#Hypocrites #cowards #GOP #Republicans https://t.co/LyCdWIwcCE",FALSE,1,NA,2020-11-19T22:42:31Z,FALSE,NA,1329555683004592142,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DontBHypocrites,1,FALSE,FALSE,NA,NA
"RT @joethevoter: #maga #Republicans @gop @marcorubio #FlipTheSenate #georgia #JonOssoff #WarnockForGeorgia 
https://t.co/isrGUuDwDO",FALSE,0,NA,2020-11-19T22:42:24Z,FALSE,NA,1329555654525087745,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WS57270049,1,TRUE,FALSE,NA,NA
"@GOP THIS is cultish #Religion: all reason, and evidence or lack thereof, be damned. They are true believers of the… https://t.co/Q5VlSgmfXh",FALSE,0,GOP,2020-11-19T22:42:05Z,TRUE,1329490975266398210,1329555573990326272,11134252,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",riannejar,0,FALSE,FALSE,NA,NA
#Republicans only believe in Law and Order when it means brutalizing minorities.,FALSE,0,NA,2020-11-19T22:42:01Z,FALSE,NA,1329555555422187521,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",brantkucera,0,FALSE,FALSE,NA,NA
"@Marina_Sirtis Republicans Want More

His homicidal hubris cost us loved ones by the score
And #Republicans bleat,… https://t.co/F3RwYaqIis",FALSE,0,Marina_Sirtis,2020-11-19T22:40:00Z,TRUE,1329554417624838144,1329555049391984645,1323187164,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mainesongwriter,0,FALSE,FALSE,NA,NA
"@MIGOP 
Going to visit Donald Trump as more important than taking care of Michiganders!
Go get your pat on the head… https://t.co/GXJeihhsm6",FALSE,0,MIGOP,2020-11-19T22:39:51Z,TRUE,NA,1329555012184379395,17235172,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",msgibby077,0,FALSE,FALSE,NA,NA
Right... what do we need Public Health Officials for when we have the always brilliant emperor @MikeDeWine taking h… https://t.co/VU94UvQ5gt,FALSE,1,NA,2020-11-19T22:39:29Z,TRUE,NA,1329554918311669762,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jayda_Diamonde,0,FALSE,FALSE,NA,NA
"Republicans are Traitors to our Democracy. 
There is no label that better describes what they are doing. 
Working t… https://t.co/9xBjPDo5eB",FALSE,0,NA,2020-11-19T22:39:18Z,TRUE,NA,1329554872488878085,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",IVoteBluePA,0,FALSE,FALSE,NA,NA
"#JoeBiden #WON,” #Reuters reports.

“Having so far faced a string of #losses in legal cases challenging the Nov. 3… https://t.co/uWG2zd9Zce",FALSE,0,Kegan05,2020-11-19T22:39:07Z,TRUE,1329554828423352322,1329554829425872896,21906070,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Kegan05,0,FALSE,FALSE,NA,NA
"This is some MAFIA shit.
Since most #Republicans are dirty, there's a huge possibility that  he has something to bl… https://t.co/4SbOCuIbhd",FALSE,2,NA,2020-11-19T22:38:42Z,TRUE,NA,1329554722026622983,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AtahinaD,0,FALSE,FALSE,NA,NA
"@washingtonpost Republicans Want More

His homicidal hubris cost us loved ones by the score
And #Republicans bleat,… https://t.co/D0fRCAu0ph",FALSE,1,washingtonpost,2020-11-19T22:38:37Z,TRUE,1329554323047591937,1329554703160659974,2467791,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mainesongwriter,0,FALSE,FALSE,NA,NA
https://t.co/nIg0jdDIBv I think this is call #treason? Subverting an election? #MitchMcConnell you going to go down… https://t.co/JDbHVWrVz0,FALSE,0,NA,2020-11-19T22:37:46Z,TRUE,NA,1329554487174840322,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Pennyd,0,FALSE,FALSE,NA,NA
#republicans you are traitors to America. You will never be forgiven for supporting a madman.,FALSE,0,NA,2020-11-19T22:37:45Z,FALSE,NA,1329554484234694666,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HemmerLaurie,0,FALSE,FALSE,NA,NA
.@realDonaldTrump is trying to disenfranchise #Blackvoters. The @GOP isn’t stopping him. https://t.co/O5NBvmh1Hj  -… https://t.co/mJPyC0wHiW,FALSE,0,NA,2020-11-19T22:37:44Z,TRUE,NA,1329554481403588614,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ramadji,0,FALSE,FALSE,NA,NA
#Republicans in key #Michigan county try to rescind #election certification under pressure from #GOP… https://t.co/7NdfIvLWqX,FALSE,0,NA,2020-11-19T22:37:29Z,TRUE,NA,1329554418111537158,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Timbo972,0,FALSE,FALSE,NA,NA
"Sedition?

#Republicans ignore #EmolumentsClause, #HatchAct, a pinch of #Obstruction of Justice.

#Sedition? anothe… https://t.co/dneM0vkHpP",FALSE,1,NA,2020-11-19T22:37:00Z,TRUE,NA,1329554296359120896,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JoJoDiplomat,0,FALSE,FALSE,NA,NA
@PeteButtigieg Tell them that! #republicans,FALSE,0,PeteButtigieg,2020-11-19T22:36:55Z,FALSE,1329541155105673218,1329554273747816450,226222147,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JLMdirect,0,FALSE,FALSE,NA,NA
"@mmpadellan Republicans Want More

His homicidal hubris cost us loved ones by the score
And #Republicans bleat, ""We… https://t.co/bLUishb6Ka",FALSE,1,mmpadellan,2020-11-19T22:36:13Z,TRUE,1329553489907871747,1329554098702737408,1640929196,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",mainesongwriter,0,FALSE,FALSE,NA,NA
Dear #Republicans: This is what happens when you let the grownups run things. Try it sometime! https://t.co/JabFFWOxcC,FALSE,1,NA,2020-11-19T22:36:02Z,FALSE,NA,1329554053114843138,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",fredvultee,0,FALSE,FALSE,NA,NA
#trumpsuppoters #GOP #Republicans @GOP https://t.co/HtsGKYWshU,FALSE,0,NA,2020-11-19T22:35:27Z,FALSE,NA,1329553905257222147,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Chris_James1971,0,FALSE,FALSE,NA,NA
"A reminder that tomorrow night at 10PM GMT, @MrsBurgin and I shall be hosting livestream discussion on YouTube and… https://t.co/9WmTqI2uEA",FALSE,0,NA,2020-11-19T22:34:51Z,TRUE,NA,1329553755931615237,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Paul_Burgin,2,FALSE,FALSE,NA,NA
@thehill We already know half of the @GOP is just as corrupt as @realDonaldTrump himself. He stole the election fro… https://t.co/KMUDAQo5OL,FALSE,0,thehill,2020-11-19T22:34:17Z,TRUE,1329414636299575297,1329553610607308800,1917731,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BTru2URSelvz,0,FALSE,FALSE,NA,NA
"RT @JonSmyth01: @BLaw @GlennKesslerWP Democrats should remember #comity and #bipartisanship are what brought us here, while #Democrats were…",FALSE,0,NA,2020-11-19T22:34:04Z,FALSE,NA,1329553556676829185,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",westernsea16,2,TRUE,FALSE,NA,NA
"At what point does this jump the shark?  @GOP frivolous lawsuits are damaging to democracy, and the country they cl… https://t.co/2RxLEOV0G0",FALSE,1,NA,2020-11-19T22:34:01Z,TRUE,NA,1329553542152065029,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",demcountyoffice,0,FALSE,FALSE,NA,NA
@NPR What is it going to take for #Republicans to speak out? How much are they going to tolerate? At what point do… https://t.co/HDd93iX1vt,FALSE,0,NPR,2020-11-19T22:33:54Z,TRUE,1329513293418029056,1329553516520673280,5392522,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",WilliamGHanson1,0,FALSE,FALSE,NA,NA
"I disagree with #JasonJohnson, #Republicans no that #Democrats will do a much better job as we have proven time &amp; t… https://t.co/s3i1eClQUI",FALSE,3,NA,2020-11-19T22:33:18Z,TRUE,NA,1329553362841333761,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",StCyrlyMe2,0,FALSE,FALSE,NA,NA
RT @thejoshuablog: Via @crooksandliars: Chuck Todd: We Are Witnessing The Fall Of America https://t.co/SiHniuyjzv | #trump #gop #republicans,FALSE,0,NA,2020-11-19T22:33:01Z,FALSE,NA,1329553293828255744,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",thejoshuablogs,1,TRUE,FALSE,NA,NA
"RT @confunctionist: America has suffered 250,000 deaths from COVID19 under #Trump.

Meanwhile, #Republicans compare #Trump to Lincoln, feed…",FALSE,0,NA,2020-11-19T22:32:51Z,FALSE,NA,1329553251885264904,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FreeRiebe,28,TRUE,FALSE,NA,NA
"@GOP @realDonaldTrump @RudyGiuliani #trump boys trying to intimidate people like Biden bus, false evidence fraud pa… https://t.co/7KlzPOe209",FALSE,0,Sanderstwits,2020-11-19T22:32:49Z,TRUE,1329551752144805891,1329553243031162881,107924813,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Sanderstwits,0,FALSE,FALSE,NA,NA
And he'll do it all while saving #democracy from the greatest domestic threat it's ever faced: #Republicans,FALSE,0,esmenter,2020-11-19T22:32:37Z,FALSE,1329553023048183808,1329553193747894277,37020200,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",esmenter,0,FALSE,FALSE,NA,NA
Via @crooksandliars: Chuck Todd: We Are Witnessing The Fall Of America https://t.co/SiHniuyjzv | #trump #gop #republicans,FALSE,0,NA,2020-11-19T22:32:02Z,FALSE,NA,1329553045017960448,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",thejoshuablog,1,FALSE,FALSE,NA,NA
An astonishing and unbelievable statistic—how can 70% of #Republicans believe that the election was a fraud? What a… https://t.co/eA5zgctxjv,FALSE,0,NA,2020-11-19T22:31:50Z,TRUE,NA,1329552995214880769,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CBsuite,0,FALSE,FALSE,NA,NA
#Republicans need to be classified as #TrumpTerrorists enemies of democracy https://t.co/fk9F3aQfbk,FALSE,1,NA,2020-11-19T22:31:35Z,FALSE,NA,1329552932325498882,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rdreynola,1,FALSE,FALSE,NA,NA
It’s up to the individual States to distribute how they see fit. This is the way it should be! This is the federal… https://t.co/OnWBcrdBns,FALSE,0,NA,2020-11-19T22:31:14Z,TRUE,NA,1329552841938235394,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheRepublicofT4,0,FALSE,FALSE,NA,NA
#Pence is saying a hundred kits have been sent out. They also said citizens will immediately vaccinate a million Am… https://t.co/aGJs34Vn89,FALSE,0,NA,2020-11-19T22:31:12Z,TRUE,NA,1329552836636651522,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",andThisAndThat,0,FALSE,FALSE,NA,NA
RT @Tiffwright79: I’d love for him to explain to me how the Democrats are ANY of that?! Quite very opposite IMO! #Republicans #Democrats ht…,FALSE,0,NA,2020-11-19T22:30:29Z,FALSE,NA,1329552653697867778,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GaltsGultch,6,TRUE,FALSE,NA,NA
Let's flip this poll #Patriots #LEO #Veterans #Conservatives #Republicans #COVID19 #Scamdemic https://t.co/CR0bit4d4E,FALSE,3,NA,2020-11-19T22:30:12Z,FALSE,NA,1329552584584036352,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Poetvix,8,FALSE,FALSE,NA,NA
RT @Msmanchester1: @Scaramucci @GOP Meanwhile @marcorubio is upset ‘cause the media won’t back them in their corruption. These degenerates…,FALSE,0,NA,2020-11-19T22:30:00Z,FALSE,NA,1329552531505090561,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",relentles99,7,TRUE,FALSE,NA,NA
RT @Tiffwright79: I’d love for him to explain to me how the Democrats are ANY of that?! Quite very opposite IMO! #Republicans #Democrats,FALSE,0,NA,2020-11-19T22:29:41Z,FALSE,NA,1329552451909939200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",eternity_echoes,6,TRUE,FALSE,NA,NA
"Another airball last spring from @RSI @elilehrerdc:

""#VoteByMail might well deliver #Republicans a net advantage.”… https://t.co/FPKuzCkJc8",FALSE,6,NA,2020-11-19T22:29:03Z,TRUE,NA,1329552292601884672,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ElectionLawCtr,1,FALSE,FALSE,NA,NA
"@zittrain #NeverForget 

Is THIS bullsh!t we are witnessing what these HEROES GAVE THEIR LIVES FOR???

#SHAME… https://t.co/lBbCQN6HDv",FALSE,0,zittrain,2020-11-19T22:28:55Z,TRUE,1329482596091310082,1329552261828276224,1039531,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",timoartwork,0,FALSE,FALSE,NA,NA
RT @Tiffwright79: I’d love for him to explain to me how the Democrats are ANY of that?! Quite very opposite IMO! #Republicans #Democrats,FALSE,0,NA,2020-11-19T22:28:22Z,FALSE,NA,1329552120937385989,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CKRManagement,6,TRUE,FALSE,NA,NA
"@GOP #Republicans 

The Secretary of State’s office, factual states, there is no legal mechanism for Palmer and Har… https://t.co/w4xNc2L0Tg",FALSE,1,GOP,2020-11-19T22:28:16Z,TRUE,NA,1329552099131187202,11134252,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",longisland82,0,FALSE,FALSE,NA,NA
@kaitlancollins @MaddowBlog yea pay no attention to the anti mask/misinformation coming from the White House &amp;… https://t.co/2gTLEvu18h,FALSE,1,kaitlancollins,2020-11-19T22:27:05Z,TRUE,1329543631401791489,1329551800899276800,180107694,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",noybsk2017,0,FALSE,FALSE,NA,NA
@GOP @realDonaldTrump @RudyGiuliani Threatening people including (our friends) black mail them for the dirty 1% is… https://t.co/g0tK2OpHlC,FALSE,0,Sanderstwits,2020-11-19T22:26:54Z,TRUE,1329550429580107777,1329551752144805891,107924813,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Sanderstwits,0,FALSE,FALSE,NA,NA
"The lawyer of a hybrid entity spliced from Charlie Kirk and Jerry Falwell Jr

#MAGA #grifters grifting #Republicans https://t.co/H0Ig199PaJ",FALSE,0,NA,2020-11-19T22:26:44Z,FALSE,NA,1329551713297195008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CJArndt,0,FALSE,FALSE,NA,NA
"#Democrats 
#Republicans 
#TMZ 
#FOXLA 
#GreatReset 
#FreshStepCatLitter https://t.co/9U40aLp03M",FALSE,0,NA,2020-11-19T22:26:17Z,FALSE,NA,1329551597748199427,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",AdrianS81012897,0,FALSE,FALSE,NA,NA
"#Trump’s #ElectionLawsuits #Plagued by #Elementary #Errors 

https://t.co/dUcS6gn6WH

#AssociatedPress: “Fighting t… https://t.co/Ig19pTdk71",FALSE,0,NA,2020-11-19T22:25:52Z,TRUE,NA,1329551492680871937,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Kegan05,0,FALSE,FALSE,NA,NA
RT @experienceguy50: @vegix @MeidasTouch We #Resisters must make sure #Republicans become and remain a minority in US #Government. They are…,FALSE,0,NA,2020-11-19T22:25:52Z,FALSE,NA,1329551491540148227,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",katherynoconne3,0,TRUE,FALSE,NA,NA
"RT @PSuiteNetwork: #Covid19 Double Dose Vaccine Process #CNBC 

After 1st Dose, Stay At Home For 30 Days....
Get a 2nd Dose, Stay At Home F…",FALSE,0,NA,2020-11-19T22:25:33Z,FALSE,NA,1329551411764490241,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MLBSuites,3,TRUE,FALSE,NA,NA
